method_id	referenceid	criteria	probe_concentration	probeid	name_show	type	cpid	name_competitor	cell_id	experiment_method	Quantitative Method	cp_concentration	remark
LDD2732	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0202	ISO-TOP ABPP	TMT	500 uM	.
LDD2733	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0085	ISO-TOP ABPP	TMT	500 uM	.
LDD2734	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0203	ISO-TOP ABPP	TMT	500 uM	.
LDD2735	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0204	ISO-TOP ABPP	TMT	500 uM	.
LDD2736	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0205	ISO-TOP ABPP	TMT	500 uM	.
LDD2737	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0092	ISO-TOP ABPP	TMT	500 uM	.
LDD2738	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0206	ISO-TOP ABPP	TMT	500 uM	.
LDD2739	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0207	ISO-TOP ABPP	TMT	500 uM	.
LDD2740	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0093	ISO-TOP ABPP	TMT	500 uM	.
LDD2741	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0208	ISO-TOP ABPP	TMT	500 uM	.
LDD2742	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0094	ISO-TOP ABPP	TMT	500 uM	.
LDD2743	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0086	ISO-TOP ABPP	TMT	500 uM	.
LDD2744	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0209	ISO-TOP ABPP	TMT	500 uM	.
LDD2745	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0210	ISO-TOP ABPP	TMT	500 uM	.
LDD2746	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0211	ISO-TOP ABPP	TMT	500 uM	.
LDD2747	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0212	ISO-TOP ABPP	TMT	500 uM	.
LDD2748	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0213	ISO-TOP ABPP	TMT	500 uM	.
LDD2749	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0095	ISO-TOP ABPP	TMT	500 uM	.
LDD2750	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0069	ISO-TOP ABPP	TMT	500 uM	.
LDD2751	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0070	ISO-TOP ABPP	TMT	500 uM	.
LDD2752	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0096	ISO-TOP ABPP	TMT	500 uM	.
LDD2753	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0214	ISO-TOP ABPP	TMT	500 uM	.
LDD2754	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0215	ISO-TOP ABPP	TMT	500 uM	.
LDD2755	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0216	ISO-TOP ABPP	TMT	500 uM	.
LDD2756	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0217	ISO-TOP ABPP	TMT	500 uM	.
LDD2757	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0218	ISO-TOP ABPP	TMT	500 uM	.
LDD2758	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0219	ISO-TOP ABPP	TMT	500 uM	.
LDD2759	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0220	ISO-TOP ABPP	TMT	500 uM	.
LDD2760	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0221	ISO-TOP ABPP	TMT	500 uM	.
LDD2761	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0050	ISO-TOP ABPP	TMT	500 uM	.
LDD2762	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0222	ISO-TOP ABPP	TMT	500 uM	.
LDD2763	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0223	ISO-TOP ABPP	TMT	500 uM	.
LDD2764	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0032	ISO-TOP ABPP	TMT	500 uM	.
LDD2765	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0224	ISO-TOP ABPP	TMT	500 uM	.
LDD2766	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0225	ISO-TOP ABPP	TMT	500 uM	.
LDD2767	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0226	ISO-TOP ABPP	TMT	500 uM	.
LDD2768	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0227	ISO-TOP ABPP	TMT	500 uM	.
LDD2769	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0228	ISO-TOP ABPP	TMT	500 uM	.
LDD2770	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0229	ISO-TOP ABPP	TMT	500 uM	.
LDD2771	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0014	ISO-TOP ABPP	TMT	500 uM	.
LDD2772	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0230	ISO-TOP ABPP	TMT	500 uM	.
LDD2773	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0231	ISO-TOP ABPP	TMT	500 uM	.
LDD2774	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0097	ISO-TOP ABPP	TMT	500 uM	.
LDD2775	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0232	ISO-TOP ABPP	TMT	500 uM	.
LDD2776	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0233	ISO-TOP ABPP	TMT	500 uM	.
LDD2777	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0234	ISO-TOP ABPP	TMT	500 uM	.
LDD2778	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0235	ISO-TOP ABPP	TMT	500 uM	.
LDD2779	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0236	ISO-TOP ABPP	TMT	500 uM	.
LDD2780	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0236	ISO-TOP ABPP	TMT	500 uM	.
LDD2781	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0087	ISO-TOP ABPP	TMT	500 uM	.
LDD2782	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0088	ISO-TOP ABPP	TMT	500 uM	.
LDD2783	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0238	ISO-TOP ABPP	TMT	500 uM	.
LDD2784	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0135	ISO-TOP ABPP	TMT	500 uM	.
LDD2785	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0239	ISO-TOP ABPP	TMT	500 uM	.
LDD2786	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0240	ISO-TOP ABPP	TMT	500 uM	.
LDD2787	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0241	ISO-TOP ABPP	TMT	500 uM	.
LDD2788	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0242	ISO-TOP ABPP	TMT	500 uM	.
LDD2789	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0243	ISO-TOP ABPP	TMT	500 uM	.
LDD2790	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0098	ISO-TOP ABPP	TMT	500 uM	.
LDD2791	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0244	ISO-TOP ABPP	TMT	500 uM	.
LDD2792	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0099	ISO-TOP ABPP	TMT	500 uM	.
LDD2793	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0034	ISO-TOP ABPP	TMT	500 uM	.
LDD2794	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0245	ISO-TOP ABPP	TMT	500 uM	.
LDD2795	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0246	ISO-TOP ABPP	TMT	500 uM	.
LDD2796	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0100	ISO-TOP ABPP	TMT	500 uM	.
LDD2797	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0101	ISO-TOP ABPP	TMT	500 uM	.
LDD2798	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0102	ISO-TOP ABPP	TMT	500 uM	.
LDD2799	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0103	ISO-TOP ABPP	TMT	500 uM	.
LDD2800	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0104	ISO-TOP ABPP	TMT	500 uM	.
LDD2801	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0105	ISO-TOP ABPP	TMT	500 uM	.
LDD2802	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0106	ISO-TOP ABPP	TMT	500 uM	.
LDD2803	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0107	ISO-TOP ABPP	TMT	500 uM	.
LDD2804	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0108	ISO-TOP ABPP	TMT	500 uM	.
LDD2805	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0109	ISO-TOP ABPP	TMT	500 uM	.
LDD2806	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0110	ISO-TOP ABPP	TMT	500 uM	.
LDD2807	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0111	ISO-TOP ABPP	TMT	500 uM	.
LDD2808	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0112	ISO-TOP ABPP	TMT	500 uM	.
LDD2809	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0113	ISO-TOP ABPP	TMT	500 uM	.
LDD2810	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0114	ISO-TOP ABPP	TMT	500 uM	.
LDD2811	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0115	ISO-TOP ABPP	TMT	500 uM	.
LDD2812	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0247	ISO-TOP ABPP	TMT	500 uM	.
LDD2813	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0248	ISO-TOP ABPP	TMT	500 uM	.
LDD2814	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0249	ISO-TOP ABPP	TMT	500 uM	.
LDD2815	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0250	ISO-TOP ABPP	TMT	500 uM	.
LDD2816	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0251	ISO-TOP ABPP	TMT	500 uM	.
LDD2817	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0252	ISO-TOP ABPP	TMT	500 uM	.
LDD2818	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0253	ISO-TOP ABPP	TMT	500 uM	.
LDD2819	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0254	ISO-TOP ABPP	TMT	500 uM	.
LDD2820	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0255	ISO-TOP ABPP	TMT	500 uM	.
LDD2821	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0256	ISO-TOP ABPP	TMT	500 uM	.
LDD2822	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0257	ISO-TOP ABPP	TMT	500 uM	.
LDD2823	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0258	ISO-TOP ABPP	TMT	500 uM	.
LDD2824	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0051	ISO-TOP ABPP	TMT	500 uM	.
LDD2825	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0259	ISO-TOP ABPP	TMT	500 uM	.
LDD2826	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0024	ISO-TOP ABPP	TMT	500 uM	.
LDD2827	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0260	ISO-TOP ABPP	TMT	500 uM	.
LDD2828	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0261	ISO-TOP ABPP	TMT	500 uM	.
LDD2829	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0262	ISO-TOP ABPP	TMT	500 uM	.
LDD2830	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0263	ISO-TOP ABPP	TMT	500 uM	.
LDD2831	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0264	ISO-TOP ABPP	TMT	500 uM	.
LDD2832	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0265	ISO-TOP ABPP	TMT	500 uM	.
LDD2833	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0266	ISO-TOP ABPP	TMT	500 uM	.
LDD2834	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0141	ISO-TOP ABPP	TMT	500 uM	.
LDD2835	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0116	ISO-TOP ABPP	TMT	500 uM	.
LDD2836	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0267	ISO-TOP ABPP	TMT	500 uM	.
LDD2837	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0268	ISO-TOP ABPP	TMT	500 uM	.
LDD2838	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0269	ISO-TOP ABPP	TMT	500 uM	.
LDD2839	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0270	ISO-TOP ABPP	TMT	500 uM	.
LDD2840	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0271	ISO-TOP ABPP	TMT	500 uM	.
LDD2841	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0272	ISO-TOP ABPP	TMT	500 uM	.
LDD2842	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0071	ISO-TOP ABPP	TMT	500 uM	.
LDD2843	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0072	ISO-TOP ABPP	TMT	500 uM	.
LDD2844	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0273	ISO-TOP ABPP	TMT	500 uM	.
LDD2845	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0274	ISO-TOP ABPP	TMT	500 uM	.
LDD2846	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0275	ISO-TOP ABPP	TMT	500 uM	.
LDD2847	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0142	ISO-TOP ABPP	TMT	500 uM	.
LDD2848	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0276	ISO-TOP ABPP	TMT	500 uM	.
LDD2849	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0277	ISO-TOP ABPP	TMT	500 uM	.
LDD2850	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0136	ISO-TOP ABPP	TMT	500 uM	.
LDD2851	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0278	ISO-TOP ABPP	TMT	500 uM	.
LDD2852	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0279	ISO-TOP ABPP	TMT	500 uM	.
LDD2853	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0280	ISO-TOP ABPP	TMT	500 uM	.
LDD2854	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0281	ISO-TOP ABPP	TMT	500 uM	.
LDD2855	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0282	ISO-TOP ABPP	TMT	500 uM	.
LDD2856	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0283	ISO-TOP ABPP	TMT	500 uM	.
LDD2857	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0073	ISO-TOP ABPP	TMT	500 uM	.
LDD2858	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0074	ISO-TOP ABPP	TMT	500 uM	.
LDD2859	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0284	ISO-TOP ABPP	TMT	500 uM	.
LDD2860	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0285	ISO-TOP ABPP	TMT	500 uM	.
LDD2861	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0286	ISO-TOP ABPP	TMT	500 uM	.
LDD2862	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0287	ISO-TOP ABPP	TMT	500 uM	.
LDD2863	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0288	ISO-TOP ABPP	TMT	500 uM	.
LDD2864	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0289	ISO-TOP ABPP	TMT	500 uM	.
LDD2865	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0290	ISO-TOP ABPP	TMT	500 uM	.
LDD2866	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0291	ISO-TOP ABPP	TMT	500 uM	.
LDD2867	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0292	ISO-TOP ABPP	TMT	500 uM	.
LDD2868	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0293	ISO-TOP ABPP	TMT	500 uM	.
LDD2869	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0016	ISO-TOP ABPP	TMT	500 uM	.
LDD2870	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0294	ISO-TOP ABPP	TMT	500 uM	.
LDD2871	REF000149	Quantification: Probe vs (Probe+Competitor)	1 mM	LDPC0068	DBIA	ABPP Probe	LDCM0023	KB03	LDCLL0021	ISO-TOP ABPP	TMT	500 uM	.
