method_id	referenceid	criteria	probe_concentration	probeid	name_show	type	cpid	name_competitor	cell_id	experiment_method	Quantitative Method	cp_concentration	remark
LDD1313	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0434	CL44	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1637	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0433	CL43	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0750	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0433	CL43	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1031	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0433	CL43	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1312	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0433	CL43	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1636	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0432	CL42	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0749	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0432	CL42	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1030	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0432	CL42	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1311	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0432	CL42	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1635	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0431	CL41	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0748	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0431	CL41	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1029	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0431	CL41	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1310	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0431	CL41	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1634	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0430	CL40	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0747	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0430	CL40	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1028	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0430	CL40	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1309	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0430	CL40	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1633	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0429	CL4	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0746	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0429	CL4	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1027	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0429	CL4	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1308	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0429	CL4	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1632	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0428	CL39	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0745	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0428	CL39	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1026	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0428	CL39	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1307	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0428	CL39	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1631	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0427	Fragment51	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0744	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0427	Fragment51	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1025	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0427	Fragment51	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1306	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0427	Fragment51	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1450	REF000131	Quantification: Probe vs (Probe+Competitor)	100 uM	LDPC0032	IA-alkyne	ABPP Probe	LDCM0427	Fragment51	LDCLL0021	.	Isotope tag	500 uM	.
LDD1451	REF000131	Quantification: Probe vs (Probe+Competitor)	100 uM	LDPC0032	IA-alkyne	ABPP Probe	LDCM0427	Fragment51	LDCLL0042	.	Isotope tag	500 uM	.
LDD1483	REF000131	Quantification: Probe vs (Probe+Competitor)	100 uM	LDPC0032	IA-alkyne	ABPP Probe	LDCM0427	Fragment51	LDCLC0021	.	Isotope tag	200 uM	.
LDD1630	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0426	CL37	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0743	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0426	CL37	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1024	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0426	CL37	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1305	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0426	CL37	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1629	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0425	CL36	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0742	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0425	CL36	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1023	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0425	CL36	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1304	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0425	CL36	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1628	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0424	CL35	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0741	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0424	CL35	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1022	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0424	CL35	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1303	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0424	CL35	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1627	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0423	CL34	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0740	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0423	CL34	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1021	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0423	CL34	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1302	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0423	CL34	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1626	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0422	CL33	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0739	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0422	CL33	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1020	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0422	CL33	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1301	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0422	CL33	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1625	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0421	CL32	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0738	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0421	CL32	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1019	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0421	CL32	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1300	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0421	CL32	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1624	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0420	CL31	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0737	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0420	CL31	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1018	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0420	CL31	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1299	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0420	CL31	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1623	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0419	CL30	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0736	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0419	CL30	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1017	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0419	CL30	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1298	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0419	CL30	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1622	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0418	CL3	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0735	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0418	CL3	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1016	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0418	CL3	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1297	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0418	CL3	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1621	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0417	CL29	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0734	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0417	CL29	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1015	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0417	CL29	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1296	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0417	CL29	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1620	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0416	CL28	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0733	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0416	CL28	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1014	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0416	CL28	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1295	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0416	CL28	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1619	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0415	CL27	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0732	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0415	CL27	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1013	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0415	CL27	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1294	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0415	CL27	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1618	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0414	CL26	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0731	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0414	CL26	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1012	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0414	CL26	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1293	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0414	CL26	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1617	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0413	CL25	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0730	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0413	CL25	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1011	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0413	CL25	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1292	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0413	CL25	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1616	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0412	CL24	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0729	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0412	CL24	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1010	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0412	CL24	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1291	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0412	CL24	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1615	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0411	CL23	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0728	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0411	CL23	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1009	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0411	CL23	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1290	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0411	CL23	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1614	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0410	CL22	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0727	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0410	CL22	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1008	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0410	CL22	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1289	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0410	CL22	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1613	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0409	CL21	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0726	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0409	CL21	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1007	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0409	CL21	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1288	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0409	CL21	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1612	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0408	CL20	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0725	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0408	CL20	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1006	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0408	CL20	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1287	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0408	CL20	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1611	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0407	CL2	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0724	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0407	CL2	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1005	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0407	CL2	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1286	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0407	CL2	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1610	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0406	CL19	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0723	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0406	CL19	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1004	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0406	CL19	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1285	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0406	CL19	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1609	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0405	CL18	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0722	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0405	CL18	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1003	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0405	CL18	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1284	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0405	CL18	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1608	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0404	CL17	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0721	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0404	CL17	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1002	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0404	CL17	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1283	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0404	CL17	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1607	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0403	CL16	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0720	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0403	CL16	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1001	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0403	CL16	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1282	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0403	CL16	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1606	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0402	CL15	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0719	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0402	CL15	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD1000	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0402	CL15	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1281	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0402	CL15	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1605	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0401	CL14	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0718	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0401	CL14	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD0999	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0401	CL14	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1280	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0401	CL14	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1604	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0400	CL13	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0717	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0400	CL13	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD0998	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0400	CL13	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1279	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0400	CL13	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1603	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0399	CL128	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0716	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0399	CL128	LDCLL0031	SLC ABPP	TMT	25 uM	.
LDD0997	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0399	CL128	LDCLL0022	SLC ABPP	TMT	25 uM	.
LDD1278	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0399	CL128	LDCLL0063	SLC ABPP	TMT	25 uM	.
LDD1602	REF000132	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0398	CL127	LDCLL0022	SLC ABPP	TMT	50 uM	.
LDD0715	REF000037	Quantification: Probe vs (Probe+Competitor)	500 uM	LDPC0068	DBIA	ABPP Probe	LDCM0398	CL127	LDCLL0031	SLC ABPP	TMT	25 uM	.
